BBA,BUSN201,International Business  ,1,S954,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S732,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S146,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S687,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S65,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S51,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S927,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S809,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S538,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S17,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S334,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S979,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S204,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1074,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S100,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S936,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1250,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S184,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S108,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1233,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S987,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S982,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S555,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S769,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S928,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S994,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S403,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S430,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S840,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1176,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1165,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S683,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S353,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S756,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S230,Online,1,2,PA,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S200,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S186,Online,1,2,DI,Above Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S433,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S944,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S633,Online,1,2,PA,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1149,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1467,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1144,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1284,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1186,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S1029,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
BBA,BUSN201,International Business  ,1,S699,Online,1,2,CR,Met Expectation,8,ID,2,1,2020,1,1
